 DATE , SALES , COST_OF_SALES , QUANTITY_SOLD , DAILY_SALES_PRICE_PER_UNIT , DAILY_GROSS_PROFIT_PERCENT , DAILY_GROSS_PROFIT_PER_UNIT_PERCENT , AVG_UNIT_SALES_PRICE , PROMOTION , PRICE_ELASTICITY , PERFORMANCE_PERIOD , AVG_UNIT_PRICE , AVG_QTY_SOLD , AVG_GROSS_PROFIT_PCT , PERFORMANCE_FLAG 
"R42,017.00","R64,653.97","R65,980.42","R1,570.00",R41.18,-R2.05,-R2.05,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,382.00","R67,587.55","R62,760.36","R1,644.00",R41.11,R7.14,R7.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,925.00","R86,799.76","R82,392.33","R2,360.00",R36.78,R5.08,R5.08,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,290.00","R40,140.82","R38,881.09","R1,018.00",R39.43,R3.14,R3.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,656.00","R22,334.21","R19,704.09",R521.00,R42.87,R11.78,R11.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,956.00","R55,033.12","R53,997.22","R1,466.00",R37.54,R1.88,R1.88,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,321.00","R358,183.77","R391,310.32","R10,204.00",R35.10,-R9.25,-R9.25,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,687.00","R97,946.78","R93,112.61","R2,281.00",R42.94,R4.94,R4.94,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,986.00","R369,350.99","R402,564.68","R9,654.00",R38.26,-R8.99,-R8.99,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,351.00","R185,422.89","R191,390.40","R5,014.00",R36.98,-R3.22,-R3.22,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,683.00","R138,291.63","R141,027.43","R4,259.00",R32.47,-R1.98,-R1.98,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,048.00","R358,597.43","R382,447.08","R9,505.00",R37.73,-R6.65,-R6.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,413.00","R172,541.51","R150,538.98","R4,105.00",R42.03,R12.75,R12.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,711.00","R164,663.97","R168,975.17","R5,056.00",R32.57,-R2.62,-R2.62,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,076.00","R117,446.84","R116,681.14","R2,853.00",R41.17,R0.65,R0.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,442.00","R37,155.59","R34,962.83",R883.00,R42.08,R5.90,R5.90,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,742.00","R166,393.54","R170,061.86","R4,990.00",R33.35,-R2.20,-R2.20,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,107.00","R83,137.43","R82,700.35","R2,019.00",R41.18,R0.53,R0.53,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,473.00","R124,431.05","R132,889.06","R3,534.00",R35.21,-R6.80,-R6.80,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,772.00","R146,166.60","R157,693.19","R4,503.00",R32.46,-R7.89,-R7.89,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,137.00","R166,403.13","R179,221.57","R4,410.00",R37.73,-R7.70,-R7.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,503.00","R79,840.09","R69,078.71","R1,898.00",R42.07,R13.48,R13.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,803.00","R468,701.63","R486,180.54","R14,585.00",R32.14,-R3.73,-R3.73,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,168.00","R185,109.52","R178,347.37","R4,404.00",R42.03,R3.65,R3.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,534.00","R130,067.28","R134,950.57","R3,707.00",R35.09,-R3.75,-R3.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,833.00","R49,705.23","R48,370.31","R1,419.00",R35.03,R2.69,R2.69,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,198.00","R63,331.33","R64,690.06","R1,610.00",R39.34,-R2.15,-R2.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,564.00","R33,225.67","R28,489.08",R790.00,R42.06,R14.26,R14.26,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,864.00","R197,698.12","R205,114.13","R6,092.00",R32.45,-R3.75,-R3.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,229.00","R39,463.41","R41,414.42","R1,035.00",R38.13,-R4.94,-R4.94,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,595.00","R266,271.04","R281,658.42","R7,771.00",R34.26,-R5.78,-R5.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,895.00","R171,724.83","R168,652.20","R4,901.00",R35.04,R1.79,R1.79,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,260.00","R32,479.80","R30,763.69",R829.00,R39.18,R5.28,R5.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,626.00","R30,424.73","R27,398.59",R755.00,R40.30,R9.95,R9.95,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,653.00","R80,090.80","R78,096.76","R2,348.00",R34.11,R2.49,R2.49,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,018.00","R59,553.39","R60,703.36","R1,446.00",R41.18,-R1.93,-R1.93,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,383.00","R61,685.94","R57,191.44","R1,499.00",R41.15,R7.29,R7.29,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,926.00","R69,570.50","R66,313.94","R1,894.00",R36.73,R4.68,R4.68,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,291.00","R42,195.82","R40,869.25","R1,070.00",R39.44,R3.14,R3.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,657.00","R69,440.93","R62,070.75","R1,618.00",R42.92,R10.61,R10.61,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,957.00","R149,808.17","R146,994.90","R3,984.00",R37.60,R1.88,R1.88,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,322.00","R377,937.14","R413,010.23","R10,769.00",R35.09,-R9.28,-R9.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,688.00","R87,834.25","R83,068.27","R2,046.00",R42.93,R5.43,R5.43,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,987.00","R177,500.11","R192,327.32","R4,632.00",R38.32,-R8.35,-R8.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,352.00","R173,833.13","R179,871.05","R4,715.00",R36.87,-R3.47,-R3.47,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,684.00","R336,901.37","R343,519.88","R10,381.00",R32.45,-R1.96,-R1.96,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,049.00","R424,009.88","R451,548.03","R11,237.00",R37.73,-R6.49,-R6.49,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,414.00","R87,991.66","R76,378.50","R2,094.00",R42.02,R13.20,R13.20,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,712.00","R395,941.35","R406,765.91","R12,167.00",R32.54,-R2.73,-R2.73,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,077.00","R150,591.55","R149,573.83","R3,657.00",R41.18,R0.68,R0.68,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,443.00","R45,046.51","R42,368.05","R1,071.00",R42.06,R5.95,R5.95,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,743.00","R193,652.33","R198,212.07","R5,810.00",R33.33,-R2.35,-R2.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,108.00","R40,776.03","R39,940.20",R979.00,R41.65,R2.05,R2.05,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,474.00","R162,166.84","R172,225.65","R4,601.00",R35.25,-R6.20,-R6.20,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,773.00","R201,120.73","R218,098.76","R6,253.00",R32.16,-R8.44,-R8.44,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,138.00","R149,178.60","R160,620.21","R3,952.00",R37.75,-R7.67,-R7.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,504.00","R82,484.45","R71,426.01","R1,961.00",R42.06,R13.41,R13.41,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,804.00","R473,425.75","R492,135.29","R14,745.00",R32.11,-R3.95,-R3.95,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,169.00","R83,779.54","R80,659.82","R1,992.00",R42.06,R3.72,R3.72,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,535.00","R107,168.66","R111,173.16","R3,054.00",R35.09,-R3.74,-R3.74,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,834.00","R75,384.57","R73,393.45","R2,151.00",R35.05,R2.64,R2.64,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,199.00","R51,241.03","R52,509.92","R1,307.00",R39.21,-R2.48,-R2.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,565.00","R30,423.39","R26,053.80",R723.00,R42.08,R14.36,R14.36,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,865.00","R177,908.84","R184,687.53","R5,485.00",R32.44,-R3.81,-R3.81,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,230.00","R85,794.10","R89,898.89","R2,247.00",R38.18,-R4.78,-R4.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,596.00","R123,084.04","R129,601.53","R3,576.00",R34.42,-R5.30,-R5.30,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,896.00","R86,435.70","R84,948.37","R2,467.00",R35.04,R1.72,R1.72,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,261.00","R52,160.18","R49,656.01","R1,329.00",R39.25,R4.80,R4.80,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,627.00","R20,495.11","R18,375.05",R508.00,R40.34,R10.34,R10.34,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,654.00","R98,945.37","R97,159.00","R2,903.00",R34.08,R1.81,R1.81,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,019.00","R79,080.76","R80,337.75","R1,921.00",R41.17,-R1.59,-R1.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,384.00","R150,006.93","R139,244.90","R3,648.00",R41.12,R7.17,R7.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,927.00","R130,476.36","R124,398.43","R3,548.00",R36.77,R4.66,R4.66,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,292.00","R53,490.80","R51,799.17","R1,357.00",R39.42,R3.16,R3.16,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,658.00","R92,159.03","R83,371.82","R2,147.00",R42.92,R9.53,R9.53,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,958.00","R180,685.51","R176,898.28","R4,802.00",R37.63,R2.10,R2.10,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,323.00","R168,729.96","R184,673.49","R4,803.00",R35.13,-R9.45,-R9.45,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,689.00","R95,509.13","R88,104.20","R2,181.00",R43.79,R7.75,R7.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,988.00","R282,246.63","R304,489.64","R7,341.00",R38.45,-R7.88,-R7.88,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,353.00","R220,271.72","R237,123.34","R6,212.00",R35.46,-R7.65,-R7.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,685.00","R367,729.27","R373,973.59","R11,332.00",R32.45,-R1.70,-R1.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,050.00","R203,861.47","R217,065.62","R5,406.00",R37.71,-R6.48,-R6.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,415.00","R123,445.38","R108,669.23","R2,940.00",R41.99,R11.97,R11.97,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,713.00","R518,183.21","R534,383.14","R15,971.00",R32.45,-R3.13,-R3.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,078.00","R67,152.47","R66,802.98","R1,631.00",R41.17,R0.52,R0.52,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,444.00","R55,489.33","R52,263.06","R1,320.00",R42.04,R5.81,R5.81,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,744.00","R249,805.52","R255,956.65","R7,497.00",R33.32,-R2.46,-R2.46,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,109.00","R58,278.46","R56,969.92","R1,398.00",R41.69,R2.25,R2.25,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,475.00","R354,042.02","R373,200.31","R10,045.00",R35.25,-R5.41,-R5.41,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,774.00","R270,123.55","R289,864.80","R8,408.00",R32.13,-R7.31,-R7.31,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,139.00","R380,592.58","R409,812.43","R10,084.00",R37.74,-R7.68,-R7.68,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,505.00","R51,497.24","R44,611.94","R1,224.00",R42.07,R13.37,R13.37,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,805.00","R224,232.12","R233,554.03","R6,991.00",R32.07,-R4.16,-R4.16,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,170.00","R149,501.57","R143,962.87","R3,557.00",R42.03,R3.70,R3.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,536.00","R224,030.55","R237,934.73","R6,541.00",R34.25,-R6.21,-R6.21,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,835.00","R110,288.23","R107,437.38","R3,148.00",R35.03,R2.58,R2.58,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,200.00","R80,326.44","R81,730.27","R2,050.00",R39.18,-R1.75,-R1.75,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,566.00","R80,345.64","R68,788.09","R1,910.00",R42.07,R14.38,R14.38,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,866.00","R473,321.88","R491,559.42","R14,587.00",R32.45,-R3.85,-R3.85,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,231.00","R117,288.01","R122,504.36","R3,068.00",R38.23,-R4.45,-R4.45,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,597.00","R162,727.52","R168,580.17","R4,649.00",R35.00,-R3.60,-R3.60,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,897.00","R120,236.18","R118,094.04","R3,432.00",R35.03,R1.78,R1.78,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,262.00","R51,002.84","R48,601.97","R1,300.00",R39.23,R4.71,R4.71,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,628.00","R40,742.17","R36,464.76","R1,010.00",R40.34,R10.50,R10.50,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,655.00","R84,904.90","R83,350.43","R2,491.00",R34.08,R1.83,R1.83,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,020.00","R149,444.06","R152,030.99","R3,629.00",R41.18,-R1.73,-R1.73,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,385.00","R191,287.35","R177,577.29","R4,652.00",R41.12,R7.17,R7.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,928.00","R95,229.77","R91,087.85","R2,591.00",R36.75,R4.35,R4.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,293.00","R110,809.32","R107,331.98","R2,810.00",R39.43,R3.14,R3.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,659.00","R57,296.29","R52,701.29","R1,335.00",R42.92,R8.02,R8.02,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,959.00","R75,871.44","R73,905.81","R2,017.00",R37.62,R2.59,R2.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,324.00","R177,192.57","R193,615.30","R5,042.00",R35.14,-R9.27,-R9.27,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,690.00","R77,229.97","R71,428.87","R1,763.00",R43.81,R7.51,R7.51,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,989.00","R166,037.93","R179,571.13","R4,308.00",R38.54,-R8.15,-R8.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,354.00","R234,468.07","R251,493.91","R6,585.00",R35.61,-R7.26,-R7.26,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,686.00","R133,913.84","R136,797.08","R4,127.00",R32.45,-R2.15,-R2.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,051.00","R220,506.21","R234,723.22","R5,846.00",R37.72,-R6.45,-R6.45,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,416.00","R77,344.69","R68,269.25","R1,841.00",R42.01,R11.73,R11.73,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,714.00","R226,617.95","R233,191.10","R6,968.00",R32.52,-R2.90,-R2.90,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,079.00","R80,635.29","R80,121.29","R1,959.00",R41.16,R0.64,R0.64,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,445.00","R41,893.30","R39,495.46",R997.00,R42.02,R5.72,R5.72,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,745.00","R294,023.41","R301,522.35","R8,821.00",R33.33,-R2.55,-R2.55,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,110.00","R50,000.10","R48,827.89","R1,198.00",R41.74,R2.34,R2.34,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,476.00","R327,352.26","R345,338.63","R9,301.00",R35.20,-R5.49,-R5.49,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,775.00","R415,315.38","R441,790.77","R12,949.00",R32.07,-R6.37,-R6.37,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,140.00","R413,700.18","R445,569.72","R10,964.00",R37.73,-R7.70,-R7.70,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,506.00","R42,871.83","R37,139.31","R1,019.00",R42.07,R13.37,R13.37,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,806.00","R185,606.28","R193,340.32","R5,788.00",R32.07,-R4.17,-R4.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,171.00","R100,477.30","R96,810.10","R2,395.00",R41.95,R3.65,R3.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,537.00","R201,918.22","R209,095.57","R5,749.00",R35.12,-R3.55,-R3.55,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,836.00","R156,536.69","R164,641.35","R4,825.00",R32.44,-R5.18,-R5.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,201.00","R71,912.57","R73,762.63","R1,849.00",R38.89,-R2.57,-R2.57,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,567.00","R95,297.34","R81,655.86","R2,266.00",R42.06,R14.31,R14.31,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,867.00","R541,600.89","R562,953.37","R16,686.00",R32.46,-R3.94,-R3.94,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,232.00","R71,056.06","R74,589.17","R1,866.00",R38.08,-R4.97,-R4.97,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,598.00","R114,708.95","R119,758.06","R3,302.00",R34.74,-R4.40,-R4.40,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,898.00","R83,204.20","R81,753.42","R2,375.00",R35.03,R1.74,R1.74,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,263.00","R30,194.72","R28,605.46",R773.00,R39.06,R5.26,R5.26,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,629.00","R69,864.84","R62,545.19","R1,733.00",R40.31,R10.48,R10.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,656.00","R135,460.62","R132,703.34","R3,968.00",R34.14,R2.04,R2.04,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,021.00","R170,624.08","R173,547.03","R4,144.00",R41.17,-R1.71,-R1.71,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,386.00","R92,595.46","R86,018.19","R2,252.00",R41.12,R7.10,R7.10,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,929.00","R121,057.86","R116,949.79","R3,293.00",R36.76,R3.39,R3.39,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
